requirement_id,standard,paragraph_id,paragraph_ref,source_pdf,source_pages,report_section,topic,mandatory_status,banking_relevance,evidence_tags,subclause_markers,requirement_label,paragraph_text
IFRS_S2.B13,IFRS S2,B13,IFRS S2 B13,gen_data\IFRS\ifrs_s2.pdf,28,Strategy,Climate resilience and scenario analysis guidance,mandatory,general,"['business_model', 'data_quality', 'methodology', 'resilience', 'strategy']",[],"In considering whether the selected inputs are reasonable and supportable, an entity shall consider the objective of paragraph 22, which requires the entity to disclose information that enables users of general purpose financial reports to understand the resilience of the entity’...","In considering whether the selected inputs are reasonable and supportable, an entity shall consider the objective of paragraph 22, which requires the entity to disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. This means that the inputs to the entity’s climate-related scenario analysis shall be relevant to the entity’s circumstances, for example, to the particular activities the entity undertakes and the geographical location of those activities. Making analytical choices"
IFRS_S2.B14,IFRS S2,B14,IFRS S2 B14,gen_data\IFRS\ifrs_s2.pdf,28,Strategy,Climate resilience and scenario analysis guidance,mandatory,general,"['data_quality', 'methodology', 'resilience', 'risk_process']",[],"An entity’s resilience assessment will be informed not only by the individual inputs to its climate-related scenario analysis, but also by the information it develops in combining those inputs to carry out the analysis.","An entity’s resilience assessment will be informed not only by the individual inputs to its climate-related scenario analysis, but also by the information it develops in combining those inputs to carry out the analysis. The entity shall prioritise the analytical choices (for example, whether to use qualitative analysis or quantitative modelling) that will enable it to consider all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort. For example, if an entity is able— without undue cost or effort—to incorporate multiple carbon price pathways associated with a given outcome (for example, a 1.5 degree Celsius outcome), this analysis is likely to strengthen the entity’s resilience assessment, assuming such an approach is warranted by the entity’s risk exposure."
IFRS_S2.B15,IFRS S2,B15,IFRS S2 B15,gen_data\IFRS\ifrs_s2.pdf,28,Strategy,Climate resilience and scenario analysis guidance,context_or_guidance,general,"['data_quality', 'resilience', 'risk_process']",[],Quantitative information will often enable an entity to carry out a more robust assessment of its climate resilience.,"Quantitative information will often enable an entity to carry out a more robust assessment of its climate resilience. However, qualitative information (including scenario narratives), either alone or combined with quantitative data, can also provide a reasonable and supportable basis for the entity’s resilience assessment. Additional considerations"
IFRS_S2.B16,IFRS S2,B16,IFRS S2 B16,gen_data\IFRS\ifrs_s2.pdf,28,Strategy,Climate resilience and scenario analysis guidance,conditional_or_relief_with_mandatory_conditions,general,"['resilience', 'skills_competencies', 'strategy']",[],"Climate-related scenario analysis is an evolving practice and, therefore, the approach that an entity uses is likely to change over time.","Climate-related scenario analysis is an evolving practice and, therefore, the approach that an entity uses is likely to change over time. As described in paragraphs B2–B7, the entity shall determine its approach to climate-related scenario analysis based on its particular circumstances, including the entity’s exposure to climate-related risks and opportunities and the skills, capabilities and resources available for the scenario analysis. Those circumstances are also likely to change over time. Therefore, the entity’s approach to climate-related scenario analysis need not be the same from one reporting period or strategic planning cycle to the next (see paragraph B18)."
IFRS_S2.B17,IFRS S2,B17,IFRS S2 B17,gen_data\IFRS\ifrs_s2.pdf,29,Strategy,Climate resilience and scenario analysis guidance,mandatory,general,"['resilience', 'skills_competencies']",[],"An entity might use a simpler approach to climate-related scenario analysis, such as qualitative scenario narratives, if such an approach is appropriate to the entity’s circumstances.","An entity might use a simpler approach to climate-related scenario analysis, such as qualitative scenario narratives, if such an approach is appropriate to the entity’s circumstances. For example, if an entity does not currently have the skills, capabilities or resources to carry out quantitative climate-related scenario analysis but has a high degree of exposure to climate-related risk, the entity might initially use a simpler approach to climate-related scenario analysis, but would build its capabilities through experience and, therefore, would apply a more advanced quantitative approach to climate-related scenario analysis over time. An entity with a high degree of exposure to climate-related risks and opportunities, and with access to the necessary skills, capabilities or resources, is required to apply a more advanced quantitative approach to climate-related scenario analysis."
IFRS_S2.B18,IFRS S2,B18,IFRS S2 B18,gen_data\IFRS\ifrs_s2.pdf,29-30,Strategy,Climate resilience and scenario analysis guidance,mandatory,general,"['business_model', 'ghg_emissions', 'resilience', 'risk_process', 'strategy']",[],"Although paragraph 22 requires an entity to disclose information about its climate resilience at each reporting date, the entity might carry out its climate-related scenario analysis in line with its strategic planning cycle, including a multi-year strategic planning cycle (for e...","Although paragraph 22 requires an entity to disclose information about its climate resilience at each reporting date, the entity might carry out its climate-related scenario analysis in line with its strategic planning cycle, including a multi-year strategic planning cycle (for example, every three to five years). Therefore, in some reporting periods the entity’s disclosures in accordance with paragraph 22(b) could remain unchanged from the previous reporting period if the entity does not conduct a scenario analysis annually. The entity shall—at a minimum—update its climate-related scenario analysis in line with its strategic planning cycle. However, an assessment of the entity’s resilience is required to be carried out annually to reflect updated insight into the implications of climate uncertainty for the entity’s business model and strategy. As such, an entity’s disclosure in accordance with paragraph 22(a)— that is, the results of the entity’s resilience assessment—shall be updated at each reporting period. Greenhouse gas emissions Permission to use information from a reporting period that is different from the entity’s reporting period, in specific circumstances"
IFRS_S2.B19,IFRS S2,B19,IFRS S2 B19,gen_data\IFRS\ifrs_s2.pdf,30,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,optional_or_relief,general,"['ghg_emissions', 'value_chain']","['(i)', '(a)', '(b)', '(c)']",An entity might have a different reporting period from some or all of the entities in its value chain.,"An entity might have a different reporting period from some or all of the entities in its value chain. Such a difference would mean that greenhouse gas emissions information from these entities in its value chain for the entity’s reporting period might not be readily available for the entity to use for its own disclosure. In such circumstances, the entity is permitted to measure its greenhouse gas emissions in accordance with paragraph 29(a)(i) using information for reporting periods that are different from its own reporting period if that information is obtained from entities in its value chain with reporting periods that are different from the entity’s reporting period, on the condition that: (a) the entity uses the most recent data available from those entities in its value chain without undue cost or effort to measure and disclose its greenhouse gas emissions; (b) the length of the reporting periods is the same; and (c) the entity discloses the effects of significant events and changes in circumstances (relevant to its greenhouse gas emissions) that occur between the reporting dates of the entities in its value chain and the date of the entity’s general purpose financial reports. Aggregation of greenhouse gases into CO2 equivalent using global warming potential values"
IFRS_S2.B20,IFRS S2,B20,IFRS S2 B20,gen_data\IFRS\ifrs_s2.pdf,30,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'metrics']",[],"Paragraph 29(a) requires an entity to disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent.","Paragraph 29(a) requires an entity to disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent. To meet this requirement, the entity shall aggregate the seven constituent greenhouse gases into CO2 equivalent values."
IFRS_S2.B21,IFRS S2,B21,IFRS S2 B21,gen_data\IFRS\ifrs_s2.pdf,30,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,conditional_or_relief_with_mandatory_conditions,general,"['ghg_emissions', 'risk_process']",[],"If an entity uses direct measurement to measure its greenhouse gas emissions, the entity is required to convert the seven constituent greenhouse gases into a CO2 equivalent value using global warming potential values based on a 100‑year time horizon, from the latest Intergovernme...","If an entity uses direct measurement to measure its greenhouse gas emissions, the entity is required to convert the seven constituent greenhouse gases into a CO2 equivalent value using global warming potential values based on a 100‑year time horizon, from the latest Intergovernmental Panel on Climate Change assessment available at the reporting date. The requirement to use such global warming potential values applies unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use different global warming potential values for converting the seven constituent greenhouse gases into a CO2 equivalent value. In such a case, the entity is instead permitted to use the global warming potential values required by such a jurisdictional authority or exchange for the part of the entity to which that requirement applies, for as long as that requirement applies to that part of the entity."
IFRS_S2.B22,IFRS S2,B22,IFRS S2 B22,gen_data\IFRS\ifrs_s2.pdf,31,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,conditional_or_relief_with_mandatory_conditions,general,"['ghg_emissions', 'risk_process']",[],"If an entity uses emission factors to estimate its greenhouse gas emissions, the entity shall use—as its basis for measuring its greenhouse gas emissions—the emission factors that best represent the entity’s activity (see paragraph B29).","If an entity uses emission factors to estimate its greenhouse gas emissions, the entity shall use—as its basis for measuring its greenhouse gas emissions—the emission factors that best represent the entity’s activity (see paragraph B29). If these emission factors have already converted the constituent gases into CO2 equivalent values, the entity is not required to recalculate the emission factors using global warming potential values based on a 100-year time horizon from the latest Intergovernmental Panel on Climate Change assessment available at the reporting date. However, if an entity uses emission factors that are not converted into CO2 equivalent values, then the entity shall use the global warming potential values based on a 100-year time horizon from the latest Intergovernmental Panel on Climate Change assessment available at the reporting date. The requirement to use such global warming potential values applies unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use different global warming potential values for converting the seven constituent greenhouse gases into a CO2 equivalent value. In such a case, the entity is instead permitted to use the global warming potential values required by such a jurisdictional authority or exchange for the part of the entity to which that requirement applies, for as long as that requirement applies to that part of the entity. Greenhouse Gas Protocol"
IFRS_S2.B23,IFRS S2,B23,IFRS S2 B23,gen_data\IFRS\ifrs_s2.pdf,31,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'scope_3']","['(ii)', '(2004)', '(2004)', '(2004)']",Paragraph 29(a)(ii) requires an entity to disclose its greenhouse gas emissions measured in accordance with the Greenhouse Gas Protocol:,"Paragraph 29(a)(ii) requires an entity to disclose its greenhouse gas emissions measured in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004). For the avoidance of doubt, an entity shall apply the requirements in the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) only to the extent that they do not conflict with the requirements in this Standard. For example, the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) does not require an entity to disclose its Scope 3 greenhouse gas emissions, however, the entity is required to disclose Scope 3 greenhouse gas emissions in accordance with paragraph 29(a)."
IFRS_S2.B24,IFRS S2,B24,IFRS S2 B24,gen_data\IFRS\ifrs_s2.pdf,31,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,conditional_or_relief_with_mandatory_conditions,general,"['ghg_emissions', 'methodology']","['(2004)', '(2004)']","An entity is required to use the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenh...","An entity is required to use the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenhouse gas emissions. If the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenhouse gas emissions, the entity is permitted to use this different method for the part of the entity to which that requirement applies, rather than using the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004), for as long as such jurisdictional or exchange requirement applies to that part of the entity."
IFRS_S2.B25,IFRS S2,B25,IFRS S2 B25,gen_data\IFRS\ifrs_s2.pdf,31-32,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,context_or_guidance,general,"['ghg_emissions', 'methodology', 'scope_1', 'scope_2', 'scope_3']",[],"In some circumstances, an entity might be subject to a requirement in the jurisdiction in which it operates to disclose its greenhouse gas emissions for a specific part of the entity or for some of its greenhouse gas emissions (for example, only for Scope 1 and Scope 2 greenhouse...","In some circumstances, an entity might be subject to a requirement in the jurisdiction in which it operates to disclose its greenhouse gas emissions for a specific part of the entity or for some of its greenhouse gas emissions (for example, only for Scope 1 and Scope 2 greenhouse gas emissions). In such circumstances, the jurisdictional requirement does not exempt the entity from applying the requirements in this Standard to disclose the entity’s Scope 1, Scope 2 and Scope 3 greenhouse gas emissions for the entity as a whole. Measurement approach, inputs and assumptions"
IFRS_S2.B26,IFRS S2,B26,IFRS S2 B26,gen_data\IFRS\ifrs_s2.pdf,32,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'methodology']","['(iii)', '(a)', '(2004)', '(b)', '(2004)', '(c)']","Paragraph 29(a)(iii) requires an entity to disclose the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions. As part of this requirement, the entity shall include information about:","Paragraph 29(a)(iii) requires an entity to disclose the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions. As part of this requirement, the entity shall include information about: (a) the measurement approach the entity uses in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) (see paragraph B27); (b) the applicable method if the entity is not using the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the measurement approach the entity uses (see paragraph B28); and (c) the emission factors the entity uses (see paragraph B29). The measurement approach set out in the Greenhouse Gas Protocol"
IFRS_S2.B27,IFRS S2,B27,IFRS S2 B27,gen_data\IFRS\ifrs_s2.pdf,32,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'methodology']","['(2004)', '(iii)', '(2004)', '(a)', '(2004)', '(b)']",The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) includes different measurement approaches that an entity might use when measuring its greenhouse gas emissions.,"The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) includes different measurement approaches that an entity might use when measuring its greenhouse gas emissions. In disclosing information in accordance with paragraph 29(a)(iii), the entity is required to disclose information about the measurement approach it uses. For example, when the entity discloses its greenhouse gas emissions measured in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004), the entity is required to use the equity share or control approach. Specifically, the entity shall disclose: (a) the approach it uses to determine its greenhouse gas emissions (for example, the equity share or control approach in the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004)); and (b) the reason, or reasons, for the entity’s choice of measurement approach and how that approach relates to the disclosure objective in paragraph 27. Other methods and measurement approaches"
IFRS_S2.B28,IFRS S2,B28,IFRS S2 B28,gen_data\IFRS\ifrs_s2.pdf,32-33,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'methodology']","['(ii)', '(a)', '(b)']","When an entity discloses its greenhouse gas emissions measured in accordance with another method, applying paragraphs 29(a)(ii), B24–B25 or C4(a), the entity shall disclose for each alternative method:","When an entity discloses its greenhouse gas emissions measured in accordance with another method, applying paragraphs 29(a)(ii), B24–B25 or C4(a), the entity shall disclose for each alternative method: (a) the applicable method and measurement approach the entity uses to determine its greenhouse gas emissions; and (b) the reason, or reasons, for the entity’s choice of method and measurement approach and how that approach relates to the disclosure objective in paragraph 27. Emission factors"
IFRS_S2.B29,IFRS S2,B29,IFRS S2 B29,gen_data\IFRS\ifrs_s2.pdf,33,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'methodology', 'scope_2']",[],"As part of an entity’s disclosure of the measurement approach, inputs and assumptions, the entity shall disclose information to enable users of general purpose financial reports to understand which emission factors the entity uses in its measurement of its greenhouse gas emission...","As part of an entity’s disclosure of the measurement approach, inputs and assumptions, the entity shall disclose information to enable users of general purpose financial reports to understand which emission factors the entity uses in its measurement of its greenhouse gas emissions. This Standard does not specify emission factors an entity is required to use in its measurement of its greenhouse gas emissions. Instead, this Standard requires an entity to use emission factors that best represent the entity’s activity as its basis for measuring its greenhouse gas emissions. Scope 2 greenhouse gas emissions"
IFRS_S2.B30,IFRS S2,B30,IFRS S2 B30,gen_data\IFRS\ifrs_s2.pdf,33,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'scope_2']",['(v)'],Paragraph 29(a)(v) requires an entity to disclose its location-based Scope 2 greenhouse gas emissions and provide information about any contractual instruments the entity has entered into that could inform users’ understanding of the entity’s Scope 2 greenhouse gas emissions.,"Paragraph 29(a)(v) requires an entity to disclose its location-based Scope 2 greenhouse gas emissions and provide information about any contractual instruments the entity has entered into that could inform users’ understanding of the entity’s Scope 2 greenhouse gas emissions. For the avoidance of doubt, an entity is required to disclose its Scope 2 greenhouse gas emissions using a location-based approach and is required to provide information about contractual instruments only if such instruments exist and information about them informs users’ understanding of an entity’s Scope 2 greenhouse gas emissions."
IFRS_S2.B31,IFRS S2,B31,IFRS S2 B31,gen_data\IFRS\ifrs_s2.pdf,33,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,context_or_guidance,general,"['ghg_emissions', 'scope_2', 'scope_3']",[],Contractual instruments are any type of contract between an entity and another party for the sale and purchase of energy bundled with attributes about the energy generation or for unbundled energy attribute claims (unbundled energy attribute claims relate to the sale and purchase...,Contractual instruments are any type of contract between an entity and another party for the sale and purchase of energy bundled with attributes about the energy generation or for unbundled energy attribute claims (unbundled energy attribute claims relate to the sale and purchase of energy that is separate and distinct from the greenhouse gas attribute contractual instruments). Various types of contractual instruments are available in different markets and the entity might disclose information about its market- based Scope 2 greenhouse gas emissions as part of its disclosure. Scope 3 greenhouse gas emissions
IFRS_S2.B32,IFRS S2,B32,IFRS S2 B32,gen_data\IFRS\ifrs_s2.pdf,33,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'scope_3', 'value_chain']","['(vi)', '(2011)', '(vi)']","In accordance with paragraph 29(a)(vi), an entity shall disclose information about its Scope 3 greenhouse gas emissions to enable users of general purpose financial reports to understand the source of these emissions.","In accordance with paragraph 29(a)(vi), an entity shall disclose information about its Scope 3 greenhouse gas emissions to enable users of general purpose financial reports to understand the source of these emissions. The entity shall consider its entire value chain (upstream and downstream) and shall consider all 15 categories of Scope 3 greenhouse gas emissions, as described in the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). In accordance with paragraph 29(a)(vi), the entity shall disclose which of these categories are included in its Scope 3 greenhouse gas emissions disclosures."
IFRS_S2.B33,IFRS S2,B33,IFRS S2 B33,gen_data\IFRS\ifrs_s2.pdf,33,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'methodology', 'scope_3']","['(vi)', '(1)']","For the avoidance of doubt, regardless of the method an entity uses to measure its greenhouse gas emissions, the entity is required to disclose the categories included within its measure of Scope 3 greenhouse gas emissions as described in paragraph 29(a)(vi)(1).","For the avoidance of doubt, regardless of the method an entity uses to measure its greenhouse gas emissions, the entity is required to disclose the categories included within its measure of Scope 3 greenhouse gas emissions as described in paragraph 29(a)(vi)(1)."
IFRS_S2.B34,IFRS S2,B34,IFRS S2 B34,gen_data\IFRS\ifrs_s2.pdf,34,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['business_model', 'ghg_emissions', 'risk_process', 'scope_3', 'value_chain']","['(a)', '(b)', '(c)']","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope...","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include: (a) a significant change in the entity’s value chain (for example, a supplier in the entity’s value chain makes a change that significantly alters the supplier’s greenhouse gas emissions); (b) a significant change in the entity’s business model, activities or corporate structure (for example, a merger or acquisition that expands the entity’s value chain); and (c) a significant change in the entity’s exposure to climate-related risks and opportunities (for example, a supplier in the entity’s value chain is affected by the introduction of an emissions regulation that the entity had not anticipated)."
IFRS_S2.B35,IFRS S2,B35,IFRS S2 B35,gen_data\IFRS\ifrs_s2.pdf,34,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['risk_process', 'value_chain']",[],"An entity is permitted, but not required, to reassess the scope of any climate-related risk or opportunity throughout its value chain more frequently than required by paragraph B11 in IFRS S1.","An entity is permitted, but not required, to reassess the scope of any climate-related risk or opportunity throughout its value chain more frequently than required by paragraph B11 in IFRS S1."
IFRS_S2.B36,IFRS S2,B36,IFRS S2 B36,gen_data\IFRS\ifrs_s2.pdf,34,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['data_quality', 'value_chain']",[],"In accordance with paragraph B6(b) in IFRS S1, to determine the scope of the value chain, which includes its breadth and composition, an entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort.","In accordance with paragraph B6(b) in IFRS S1, to determine the scope of the value chain, which includes its breadth and composition, an entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort."
IFRS_S2.B37,IFRS S2,B37,IFRS S2 B37,gen_data\IFRS\ifrs_s2.pdf,34,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,high_banking_specific,"['commercial_banking', 'financed_emissions', 'ghg_emissions', 'scope_3']",[],"An entity that participates in one or more financial activities associated with asset management, commercial banking and insurance shall disclose additional information about the financed emissions associated with those activities as part of the entity’s disclosure of its Scope 3...","An entity that participates in one or more financial activities associated with asset management, commercial banking and insurance shall disclose additional information about the financed emissions associated with those activities as part of the entity’s disclosure of its Scope 3 greenhouse gas emissions (see paragraphs B58–B63A). Scope 3 measurement framework"
IFRS_S2.B38,IFRS S2,B38,IFRS S2 B38,gen_data\IFRS\ifrs_s2.pdf,34,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'methodology', 'scope_3']",[],An entity’s measurement of Scope 3 greenhouse gas emissions is likely to include the use of estimation rather than solely comprising direct measurement.,"An entity’s measurement of Scope 3 greenhouse gas emissions is likely to include the use of estimation rather than solely comprising direct measurement. In measuring Scope 3 greenhouse gas emissions an entity shall use a measurement approach, inputs and assumptions that result in a faithful representation of this measurement. The measurement framework described in paragraphs B40–B54 provides guidance for an entity to use in preparing its Scope 3 greenhouse gas emissions disclosures."
IFRS_S2.B39,IFRS S2,B39,IFRS S2 B39,gen_data\IFRS\ifrs_s2.pdf,34,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['data_quality', 'ghg_emissions', 'methodology', 'scope_3']",[],"An entity is required to use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort when the entity selects the measurement approach, inputs and assumptions it uses in measuring Scope 3 greenhouse gas emission...","An entity is required to use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort when the entity selects the measurement approach, inputs and assumptions it uses in measuring Scope 3 greenhouse gas emissions."
IFRS_S2.B40,IFRS S2,B40,IFRS S2 B40,gen_data\IFRS\ifrs_s2.pdf,35,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['data_quality', 'ghg_emissions', 'methodology', 'risk_process', 'scope_3', 'value_chain']","['(a)', '(b)', '(c)', '(d)']",An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs.,"An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order): (a) data based on direct measurement (paragraphs B43–B45); (b) data from specific activities within the entity’s value chain (paragraphs B46–B49); (c) timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas emissions (paragraphs B50–B52); and (d) data that has been verified (paragraphs B53–B54)."
IFRS_S2.B41,IFRS S2,B41,IFRS S2 B41,gen_data\IFRS\ifrs_s2.pdf,35,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,conditional_or_relief_with_mandatory_conditions,general,"['ghg_emissions', 'methodology', 'risk_process', 'scope_3']",['(2004)'],An entity is required to apply the Scope 3 measurement framework to prioritise inputs and assumptions even when the entity is required by a jurisdictional authority or an exchange on which the entity is listed to use a method other than the Greenhouse Gas Protocol:,"An entity is required to apply the Scope 3 measurement framework to prioritise inputs and assumptions even when the entity is required by a jurisdictional authority or an exchange on which the entity is listed to use a method other than the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) for measuring its greenhouse gas emissions (see paragraphs B24–B25), or whether the entity uses the transition relief described in paragraph C4(a)."
IFRS_S2.B42,IFRS S2,B42,IFRS S2 B42,gen_data\IFRS\ifrs_s2.pdf,35,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,context_or_guidance,general,"['ghg_emissions', 'methodology', 'value_chain']",[],"An entity’s prioritisation of the measurement approach, inputs and assumptions and the entity’s considerations of associated trade-offs—based on the characteristics in paragraph B40—requires management to apply judgement.","An entity’s prioritisation of the measurement approach, inputs and assumptions and the entity’s considerations of associated trade-offs—based on the characteristics in paragraph B40—requires management to apply judgement. For example, an entity might need to consider the trade-offs between timely data and data that is more representative of the jurisdiction and technology used for the value chain activity and its emissions. More recent data might provide less detail about the specific activity, including the technology that was used in the value chain and the location of that activity. On the other hand, older data that is published infrequently might be considered more representative of the specific activity and its greenhouse gas emissions. Data based on direct measurement"
IFRS_S2.B43,IFRS S2,B43,IFRS S2 B43,gen_data\IFRS\ifrs_s2.pdf,35,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,mandatory,general,"['ghg_emissions', 'methodology', 'risk_process', 'scope_3']",[],Two methods are used to quantify Scope 3 greenhouse gas emissions: direct measurement and estimation. Of these two methods—and with all else being equal—an entity shall prioritise direct measurement.,Two methods are used to quantify Scope 3 greenhouse gas emissions: direct measurement and estimation. Of these two methods—and with all else being equal—an entity shall prioritise direct measurement.
IFRS_S2.B44,IFRS S2,B44,IFRS S2 B44,gen_data\IFRS\ifrs_s2.pdf,35,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,context_or_guidance,general,"['ghg_emissions', 'risk_process', 'scope_3']",[],"‘Direct measurement’ refers to the direct monitoring of greenhouse gas emissions and, in theory, provides the most accurate evidence.","‘Direct measurement’ refers to the direct monitoring of greenhouse gas emissions and, in theory, provides the most accurate evidence. However, it is expected that Scope 3 greenhouse gas emissions data will include estimation due to the challenges associated with direct measurement of Scope 3 greenhouse gas emissions."
IFRS_S2.B45,IFRS S2,B45,IFRS S2 B45,gen_data\IFRS\ifrs_s2.pdf,35-36,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,context_or_guidance,general,"['ghg_emissions', 'methodology', 'scope_3', 'value_chain']","['(a)', '(b)']",Estimation of Scope 3 greenhouse gas emissions involves approximate calculations of data based on assumptions and appropriate inputs. An entity that measures its Scope 3 greenhouse gas emissions using estimation is likely to use two types of input:,"Estimation of Scope 3 greenhouse gas emissions involves approximate calculations of data based on assumptions and appropriate inputs. An entity that measures its Scope 3 greenhouse gas emissions using estimation is likely to use two types of input: (a) data that represents the entity’s activity that results in greenhouse gas emissions (activity data). For example, the entity might use distance travelled as activity data to represent the transport of goods within its value chain. (b) emission factors that convert activity data into greenhouse gas emissions. For example, the entity will convert the distance travelled (activity data) into greenhouse gas emissions data using emission factors. Data from specific activities within the entity’s value chain"
IFRS_S2.B46,IFRS S2,B46,IFRS S2 B46,gen_data\IFRS\ifrs_s2.pdf,36,Metrics and Targets,Greenhouse gas emissions and Scope 3 measurement guidance,context_or_guidance,general,"['data_quality', 'ghg_emissions', 'scope_3', 'value_chain']",[],"An entity’s measurement of its Scope 3 greenhouse gas emissions will be based on data obtained directly from specific activities within the entity’s value chain (primary data), data not obtained directly from activities within the entity’s value chain (secondary data), or a combi...","An entity’s measurement of its Scope 3 greenhouse gas emissions will be based on data obtained directly from specific activities within the entity’s value chain (primary data), data not obtained directly from activities within the entity’s value chain (secondary data), or a combination of both."
